record_number,region,residence_type,family_composition,sex,age,marital_status,student,country_of_birth,health,ethnic_group,religion,economic_activity,occupation,industry,hours_worked_per_week,approximate_social_grade
2561,S92000003,P,1,2,2,1,1,1,1,1,2,6,9,5,X,4
2566,S92000003,P,4,2,2,1,1,1,1,1,2,6,X,X,X,3
2580,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,2
2605,S92000003,P,1,1,2,1,1,1,1,1,1,6,X,X,X,2
2687,S92000003,P,2,1,4,1,1,1,1,1,1,6,7,4,X,2
2727,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,2
2732,S92000003,P,0,1,2,1,1,1,1,1,2,6,9,5,X,2
2733,S92000003,P,0,2,2,1,1,2,1,3,1,6,X,X,X,2
2734,S92000003,P,0,2,2,1,1,2,1,1,2,6,X,X,X,2
2736,S92000003,P,0,1,2,1,1,1,1,1,1,6,7,4,X,2
2737,S92000003,P,0,1,3,1,1,1,1,1,2,6,2,8,X,2
2739,S92000003,C,X,2,2,1,1,2,1,1,9,6,9,5,X,X
2740,S92000003,C,X,1,2,1,1,1,2,1,1,6,9,5,X,X
2742,S92000003,P,0,2,2,1,1,1,1,1,2,6,9,4,X,2
2743,S92000003,P,0,2,2,1,1,2,1,1,2,6,2,8,X,2
2744,S92000003,C,X,2,2,1,1,2,1,1,2,6,9,5,X,X
2745,S92000003,C,X,2,2,1,1,1,1,1,2,6,X,X,X,X
2746,S92000003,C,X,2,2,1,1,1,1,1,2,6,9,4,X,X
2747,S92000003,C,X,2,2,1,1,2,1,1,2,6,3,5,X,X
2753,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,2
2757,S92000003,P,4,1,2,1,1,1,1,1,2,6,X,X,X,2
2843,S92000003,P,1,2,2,1,1,1,1,1,2,6,7,4,X,3
2945,S92000003,P,1,2,2,1,1,1,1,1,2,6,7,4,X,1
2957,S92000003,P,4,2,2,1,1,1,1,1,2,6,X,X,X,2
3009,S92000003,P,4,2,2,1,1,1,2,1,1,6,X,X,X,4
3080,S92000003,P,3,1,2,1,1,1,1,1,2,6,X,X,X,4
3097,S92000003,P,4,2,2,1,1,1,1,1,9,6,X,X,X,4
3118,S92000003,P,4,2,2,1,1,1,1,1,2,6,X,X,X,4
3145,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,2
3185,S92000003,P,4,2,2,1,1,1,2,1,2,6,X,X,X,2
3222,S92000003,P,4,2,2,1,1,1,1,1,2,6,X,X,X,4
3223,S92000003,P,4,1,2,1,1,1,1,1,1,6,X,X,X,4
3344,S92000003,P,1,2,2,1,1,1,2,1,2,6,X,X,X,4
3355,S92000003,P,1,2,2,1,1,1,1,1,1,6,4,2,X,2
3360,S92000003,P,0,1,2,1,1,1,1,1,1,6,9,5,X,2
3361,S92000003,P,4,1,2,1,1,1,2,1,9,6,X,X,X,4
3369,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,3
3374,S92000003,P,0,1,6,1,1,1,5,1,2,6,5,3,X,2
3380,S92000003,P,1,1,2,1,1,1,1,1,1,6,X,X,X,2
3429,S92000003,P,2,2,3,1,1,2,1,1,2,6,2,11,X,2
3432,S92000003,P,5,1,2,1,1,1,1,1,1,6,8,2,X,2
3456,S92000003,P,4,2,2,1,1,1,4,1,1,6,X,X,X,4
3463,S92000003,P,0,1,3,1,1,2,1,1,2,6,3,8,X,2
3475,S92000003,P,0,2,2,1,1,1,1,1,1,6,7,4,X,2
3522,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,4
3534,S92000003,P,4,1,2,1,1,1,1,1,1,6,X,X,X,4
3537,S92000003,P,1,2,2,1,1,1,1,1,2,6,4,5,X,1
3539,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,4
3592,S92000003,P,3,1,2,1,1,1,1,1,2,6,X,X,X,4
3619,S92000003,P,0,2,2,1,1,1,2,1,1,6,X,X,X,2
3628,S92000003,C,X,1,2,1,1,2,2,3,1,6,X,X,X,X
3629,S92000003,P,1,1,2,1,1,1,1,3,6,6,X,X,X,4
3630,S92000003,P,0,2,2,1,1,1,1,1,1,6,3,10,X,2
3644,S92000003,P,4,2,3,1,1,1,2,1,1,6,3,7,X,2
3659,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,4
3695,S92000003,P,4,1,2,1,1,1,2,1,2,6,5,3,X,1
3763,S92000003,P,0,2,2,1,1,1,1,1,2,6,4,9,X,2
3767,S92000003,P,0,1,2,1,1,1,1,1,9,6,7,5,X,2
3780,S92000003,C,X,1,2,1,1,1,2,1,1,6,6,11,X,X
3781,S92000003,C,X,2,2,1,1,2,2,3,1,6,X,X,X,X
4024,S92000003,P,1,1,2,1,1,1,1,1,2,6,9,4,X,1
4121,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,3
4147,S92000003,P,4,2,2,1,1,1,1,1,2,6,X,X,X,1
4152,S92000003,P,1,2,2,1,1,1,1,1,2,6,9,5,X,1
4172,S92000003,P,1,1,2,1,1,1,2,1,2,6,X,X,X,1
4185,S92000003,P,4,1,2,1,1,1,1,1,2,6,X,X,X,3
4192,S92000003,P,4,1,2,1,1,1,2,1,2,6,X,X,X,2
4211,S92000003,P,1,2,2,1,1,1,1,1,2,6,9,8,X,1
4213,S92000003,P,0,1,2,1,1,1,1,1,1,6,9,5,X,2
4225,S92000003,P,1,1,2,1,1,1,1,1,1,6,X,X,X,1
4246,S92000003,P,1,1,2,1,1,1,2,1,2,6,X,X,X,2
4253,S92000003,P,0,1,2,1,1,2,1,6,6,6,X,X,X,2
4284,S92000003,P,1,2,2,1,1,1,2,1,2,6,X,X,X,3
4415,S92000003,P,2,1,3,1,1,1,2,1,2,6,8,6,X,2
4479,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,2
4529,S92000003,P,4,1,2,1,1,1,1,1,2,6,X,X,X,2
4556,S92000003,P,0,1,2,1,1,2,1,1,1,6,3,12,X,2
4558,S92000003,P,0,2,2,1,1,2,3,1,1,6,X,X,X,2
4559,S92000003,P,0,1,2,1,1,1,1,1,1,6,9,5,X,2
4560,S92000003,P,0,2,2,1,1,2,1,1,1,6,1,3,X,2
4562,S92000003,P,0,1,2,1,1,1,1,1,1,6,9,5,X,2
4564,S92000003,P,0,1,2,1,1,1,1,1,1,6,X,X,X,2
4716,S92000003,P,4,1,2,1,1,1,1,1,2,6,X,X,X,2
4725,S92000003,P,0,1,3,4,1,1,4,1,2,6,7,4,X,2
4783,S92000003,P,0,2,5,1,1,1,4,1,2,6,1,4,X,2
4958,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,4
4975,S92000003,P,4,2,2,1,1,1,1,1,1,6,7,4,X,2
4995,S92000003,P,4,2,2,1,1,1,1,1,2,6,X,X,X,4
5002,S92000003,P,1,1,2,1,1,1,1,1,1,6,X,X,X,4
5027,S92000003,P,1,1,2,1,1,1,1,1,2,6,9,12,X,1
5052,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,2
5071,S92000003,P,2,2,2,1,1,1,2,1,1,6,9,8,X,3
5190,S92000003,P,1,2,2,1,1,1,1,1,2,6,7,4,X,1
5194,S92000003,P,4,1,2,1,1,1,1,1,1,6,X,X,X,1
5236,S92000003,C,X,1,2,1,1,2,1,1,2,6,X,X,X,X
5240,S92000003,C,X,1,2,1,1,1,1,3,7,6,X,X,X,X
5241,S92000003,C,X,2,2,1,1,1,2,1,2,6,X,X,X,X
5258,S92000003,P,2,2,2,1,1,2,1,3,2,6,X,X,X,2
5275,S92000003,P,4,1,2,1,1,1,1,1,9,6,X,X,X,4
5280,S92000003,P,0,1,2,1,1,1,2,3,1,6,X,X,X,2
5287,S92000003,P,5,1,2,1,1,1,1,1,1,6,X,X,X,2
5297,S92000003,P,0,2,2,1,1,1,2,1,2,6,6,5,X,2
5303,S92000003,P,0,1,2,1,1,2,1,2,1,6,9,5,X,2
5304,S92000003,P,0,1,2,1,1,2,1,6,6,6,7,4,X,2
5307,S92000003,P,1,2,2,1,1,1,1,3,1,6,X,X,X,4
5316,S92000003,P,0,2,2,1,1,2,1,1,1,6,9,5,X,2
5325,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,1
5328,S92000003,P,1,2,2,1,1,2,1,4,2,6,9,3,X,4
5385,S92000003,P,1,2,2,1,1,1,1,1,1,6,X,X,X,1
5389,S92000003,P,1,2,2,1,1,1,2,3,6,6,X,X,X,2
5444,S92000003,P,0,1,2,1,1,1,2,1,1,6,9,3,X,2
5458,S92000003,P,0,1,2,1,1,2,2,5,6,6,X,X,X,2
5460,S92000003,P,0,2,2,1,1,1,1,1,2,6,9,4,X,2
5468,S92000003,P,5,2,2,1,1,2,1,3,1,6,X,X,X,2
5511,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,4
5514,S92000003,P,0,2,2,1,1,1,2,1,2,6,5,5,X,2
5559,S92000003,P,1,2,2,1,1,1,1,1,1,6,X,X,X,4
5561,S92000003,P,1,2,2,2,1,1,2,1,1,6,9,11,X,3
5577,S92000003,P,0,2,2,1,1,1,2,1,2,6,6,8,X,2
5610,S92000003,P,0,2,3,1,1,2,1,1,9,6,3,10,X,2
5617,S92000003,P,0,1,3,3,1,2,1,4,2,6,3,8,X,2
5655,S92000003,P,4,2,2,1,1,1,1,1,9,6,X,X,X,2
5671,S92000003,P,1,2,3,2,1,2,1,1,2,6,X,X,X,4
5777,S92000003,P,3,1,2,1,1,1,1,1,1,6,X,X,X,4
5818,S92000003,P,4,2,2,1,1,1,1,1,9,6,6,11,X,2
5819,S92000003,P,4,2,2,1,1,1,1,1,1,6,X,X,X,3
5841,S92000003,P,2,2,2,1,1,1,1,1,1,6,X,X,X,1
5861,S92000003,P,2,2,3,1,1,1,2,1,1,6,6,10,X,3
5868,S92000003,P,4,2,2,1,1,1,1,1,1,6,9,5,X,2
5890,S92000003,P,4,2,2,1,1,1,1,1,9,6,X,X,X,3
5994,S92000003,P,1,2,2,1,1,1,1,6,7,6,7,4,X,2
6002,S92000003,P,1,2,3,2,1,1,2,1,1,6,7,4,X,1
6011,S92000003,P,4,1,2,1,1,1,1,1,1,6,X,X,X,1
6023,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,2
6030,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,2
6059,S92000003,P,3,2,2,1,1,1,2,1,1,6,X,X,X,4
6060,S92000003,P,2,1,2,1,1,1,2,1,2,6,X,X,X,3
6074,S92000003,P,0,1,3,1,1,2,2,1,1,6,3,10,X,2
6078,S92000003,C,X,1,2,1,1,1,1,1,1,6,7,4,X,X
6079,S92000003,C,X,1,3,2,1,2,2,3,6,6,X,X,X,X
6089,S92000003,P,1,1,2,1,1,1,1,1,8,6,9,4,X,1
6138,S92000003,C,X,1,2,1,1,2,1,3,2,6,6,10,X,X
6141,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,1
6176,S92000003,P,4,1,2,1,1,1,2,1,2,6,X,X,X,2
6231,S92000003,P,1,2,2,1,1,1,2,1,2,6,3,11,X,4
6237,S92000003,P,4,1,2,1,1,1,2,1,1,6,X,X,X,4
6246,S92000003,P,1,2,2,1,1,1,1,1,1,6,X,X,X,2
6247,S92000003,P,1,2,2,1,1,1,1,1,1,6,X,X,X,3
6277,S92000003,P,4,2,2,1,1,1,4,1,1,6,X,X,X,4
6282,S92000003,P,4,1,2,1,1,1,1,1,1,6,X,X,X,4
6291,S92000003,P,1,2,3,1,1,1,1,1,2,6,X,X,X,3
6298,S92000003,P,2,1,2,1,1,1,1,1,1,6,X,X,X,4
6305,S92000003,P,2,2,2,1,1,1,1,1,2,6,7,8,X,2
6325,S92000003,P,1,2,2,1,1,1,1,1,2,6,6,13,X,3
6373,S92000003,P,4,1,2,1,1,1,1,2,1,6,X,X,X,3
6387,S92000003,P,4,1,2,1,1,1,2,1,1,6,X,X,X,2
6408,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,3
6413,S92000003,P,0,2,7,5,1,1,2,1,9,6,7,4,X,2
6431,S92000003,P,1,1,2,1,1,1,1,1,9,6,X,X,X,2
6463,S92000003,C,X,1,3,1,1,2,1,3,6,6,X,X,X,X
6465,S92000003,C,X,1,4,1,1,1,3,1,1,6,7,4,X,X
6467,S92000003,C,X,2,2,1,1,2,2,1,1,6,2,10,X,X
6471,S92000003,P,0,2,2,1,1,1,1,1,1,6,3,10,X,2
6472,S92000003,P,1,2,3,2,1,2,1,1,2,6,2,10,X,2
6473,S92000003,C,X,2,2,1,1,2,1,1,2,6,X,X,X,X
6474,S92000003,C,X,2,3,1,1,2,1,1,1,6,X,X,X,X
6475,S92000003,P,0,1,3,1,1,2,1,1,1,6,9,6,X,2
6491,S92000003,P,1,1,2,1,1,1,1,1,1,6,X,X,X,3
6521,S92000003,P,1,1,2,1,1,1,2,1,2,6,X,X,X,3
6536,S92000003,P,1,1,2,1,1,1,1,1,1,6,X,X,X,2
6546,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,2
6607,S92000003,P,3,1,2,1,1,1,1,1,1,6,X,X,X,2
6637,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,1
6639,S92000003,P,1,1,2,1,1,1,1,1,1,6,9,7,X,2
6708,S92000003,P,4,2,2,1,1,1,1,1,2,6,X,X,X,2
6748,S92000003,P,4,1,2,1,1,1,1,1,2,6,X,X,X,4
6783,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,3
6786,S92000003,P,1,2,2,1,1,1,1,1,1,6,X,X,X,1
6791,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,3
6840,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,4
6850,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,2
6924,S92000003,P,1,2,2,1,1,1,1,1,2,6,9,5,X,3
6927,S92000003,P,1,1,2,1,1,1,1,1,1,6,9,4,X,1
6934,S92000003,P,4,2,2,1,1,1,2,1,9,6,X,X,X,2
6963,S92000003,P,4,2,3,1,1,1,4,1,1,6,6,11,X,2
7014,S92000003,P,4,2,2,1,1,1,1,1,1,6,X,X,X,2
7048,S92000003,P,1,1,3,1,1,1,2,1,1,6,4,9,X,1
7062,S92000003,P,1,2,2,1,1,2,1,5,2,6,X,X,X,1
7064,S92000003,P,1,2,2,1,1,1,1,1,2,6,3,7,X,3
7102,S92000003,P,4,2,2,1,1,1,1,2,1,6,X,X,X,2
7120,S92000003,P,1,1,3,2,1,1,1,1,1,6,5,4,X,2
7151,S92000003,P,0,1,2,1,1,2,2,1,2,6,X,X,X,2
7160,S92000003,P,2,2,3,1,1,1,2,1,2,6,9,5,X,4
7167,S92000003,P,5,2,3,1,1,2,1,1,2,6,4,8,X,2
7170,S92000003,P,0,1,2,1,1,1,2,1,9,6,9,4,X,2
7171,S92000003,P,0,1,2,1,1,1,1,1,1,6,9,13,X,2
7174,S92000003,P,5,1,2,1,1,1,1,1,1,6,X,X,X,4
7217,S92000003,P,0,1,2,1,1,2,2,1,2,6,X,X,X,2
7237,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,2
7277,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,2
7290,S92000003,P,0,2,3,1,1,1,2,1,9,6,4,7,X,2
7292,S92000003,P,4,2,2,1,1,1,2,1,2,6,X,X,X,4
7316,S92000003,P,0,2,2,1,1,2,1,1,1,6,9,5,X,2
7341,S92000003,P,1,1,2,1,1,1,2,1,2,6,X,X,X,4
7376,S92000003,P,4,1,2,1,1,1,1,1,1,6,X,X,X,3
7385,S92000003,P,0,1,2,1,1,1,1,1,2,6,X,X,X,2
7452,S92000003,P,0,1,2,1,1,2,1,1,1,6,7,4,X,2
7520,S92000003,P,1,2,2,1,1,1,1,1,9,6,X,X,X,3
7573,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,3
7616,S92000003,P,2,1,3,1,1,1,1,1,1,6,X,X,X,2
7620,S92000003,P,1,1,2,1,1,1,1,1,1,6,X,X,X,4
7621,S92000003,P,1,2,3,2,1,1,1,1,2,6,6,10,X,3
7622,S92000003,P,2,1,5,1,1,1,1,1,1,6,5,6,X,4
7649,S92000003,P,4,1,2,1,1,1,1,1,1,6,X,X,X,4
7704,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,1
7727,S92000003,P,0,2,3,1,1,2,1,1,2,6,2,8,X,2
7781,S92000003,P,0,2,2,1,1,1,1,1,2,6,7,4,X,2
7825,S92000003,P,4,2,2,1,1,1,1,1,2,6,X,X,X,1
7883,S92000003,P,2,2,2,1,1,1,2,1,1,6,X,X,X,3
7997,S92000003,P,1,1,3,1,1,1,1,3,6,6,7,8,X,2
8010,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,1
8037,S92000003,P,4,1,2,1,1,1,2,1,2,6,9,5,X,2
8120,S92000003,P,4,1,2,1,1,1,1,1,1,6,X,X,X,4
8263,S92000003,P,4,1,2,1,1,1,2,1,1,6,X,X,X,4
8273,S92000003,P,4,1,2,1,1,1,1,1,1,6,X,X,X,2
8317,S92000003,P,0,1,2,1,1,1,1,1,1,6,6,5,X,2
8319,S92000003,P,0,1,2,1,1,1,1,1,2,6,6,11,X,2
8320,S92000003,C,X,1,2,1,1,1,1,1,1,6,9,5,X,X
8321,S92000003,C,X,2,2,1,1,1,1,1,1,6,3,8,X,X
8322,S92000003,C,X,1,2,1,1,1,3,1,1,6,9,13,X,X
8323,S92000003,C,X,2,2,1,1,1,1,1,2,6,9,5,X,X
8324,S92000003,P,0,2,2,1,1,2,2,1,2,6,9,5,X,2
8339,S92000003,P,1,2,2,1,1,1,1,1,1,6,X,X,X,1
8377,S92000003,P,0,1,3,1,1,1,1,1,1,6,7,4,X,2
8488,S92000003,P,4,1,2,1,1,1,1,1,2,6,X,X,X,4
8492,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,3
8507,S92000003,P,0,2,4,3,1,1,2,1,1,6,4,8,X,2
8508,S92000003,P,0,1,2,1,1,1,1,1,1,6,X,X,X,2
8511,S92000003,P,5,2,2,1,1,1,2,1,2,6,X,X,X,2
8523,S92000003,P,4,1,2,1,1,1,1,1,2,6,X,X,X,2
8563,S92000003,P,0,2,2,1,1,1,2,1,9,6,7,4,X,2
8600,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,3
8606,S92000003,P,0,1,4,1,1,1,1,1,1,6,5,3,X,2
8668,S92000003,P,1,2,2,1,1,1,3,1,1,6,X,X,X,1
8674,S92000003,P,4,2,2,1,1,1,1,1,2,6,X,X,X,4
8680,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,2
8709,S92000003,P,4,1,2,1,1,1,1,1,1,6,X,X,X,2
8747,S92000003,P,3,1,2,1,1,1,1,1,2,6,X,X,X,2
8794,S92000003,P,1,1,2,1,1,1,1,1,2,6,6,12,X,2
