record_number,region,residence_type,family_composition,sex,age,marital_status,student,country_of_birth,health,ethnic_group,religion,economic_activity,occupation,industry,hours_worked_per_week,approximate_social_grade
1850,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
1860,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
1862,S92000003,P,1,1,1,1,2,1,1,3,6,X,X,X,X,X
1866,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
1876,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
1891,S92000003,P,1,1,1,1,2,1,4,1,2,X,X,X,X,X
1900,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
1902,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
1906,S92000003,P,1,1,1,1,2,1,1,4,2,X,X,X,X,X
1913,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
1917,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
1926,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
1928,S92000003,P,1,2,1,1,2,1,2,1,9,X,X,X,X,X
1930,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
1932,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
1933,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
1937,S92000003,P,2,1,1,1,2,1,1,1,1,X,X,X,X,X
1948,S92000003,P,2,1,1,1,2,1,2,1,1,X,X,X,X,X
1950,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
1951,S92000003,P,1,2,1,1,1,2,1,1,2,X,X,X,X,X
1958,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
1968,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
1970,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
1978,S92000003,P,2,1,1,1,2,1,1,1,2,X,X,X,X,X
1980,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
1986,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
1990,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
1991,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
1995,S92000003,P,1,1,1,1,2,1,1,2,9,X,X,X,X,X
1997,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
1998,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
2002,S92000003,P,1,1,1,1,2,1,2,1,1,X,X,X,X,X
2011,S92000003,P,4,2,1,1,2,1,2,1,1,X,X,X,X,X
2014,S92000003,P,1,1,1,1,1,1,2,1,2,X,X,X,X,X
2019,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
2022,S92000003,P,4,2,1,1,1,1,1,1,9,X,X,X,X,X
2025,S92000003,P,1,1,1,1,2,2,1,1,2,X,X,X,X,X
2028,S92000003,P,1,1,1,1,1,1,2,1,1,X,X,X,X,X
2030,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
2033,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
2054,S92000003,P,2,2,1,1,2,1,1,1,1,X,X,X,X,X
2063,S92000003,P,1,1,1,1,2,2,1,1,2,X,X,X,X,X
2065,S92000003,P,4,1,1,1,1,1,2,1,2,X,X,X,X,X
2071,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
2080,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
2081,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
2082,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
2091,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
2097,S92000003,P,1,1,1,1,2,1,2,1,1,X,X,X,X,X
2106,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
